corofpricing,The correctness of the pricing:,Правильность цены:,L'exactitude du prix:,Die Richtigkeit der Preisgestaltung:,La exactitud del precio:,La correttezza dei prezzi:
few,Few,Мало,Peu,Wenig,Pocos,Pochi
todaysales,Today sales,Продажи сегодня,Ventes aujourd'hui,Heute Umsatz,Ventas de hoy,Oggi vendite
todayprofit,Today profit,Прибыль сегодня,Aujourd'hui bénéficie,Heute Gewinn,Hoy ganancias,Oggi profitto
userrating,User rating,Пользовательская оценка,Note de l'utilisateur,Benutzer-Bewertung,Opiniones de los usuarios,Voto dell'utente
hype,Hype,Ажиотаж,Battage publicitaire,Hype,Bombo publicitario,Montatura pubblicitaria
netprofit,Net profit,Чистая прибыль,Bénéfice net,Reingewinn,Beneficio neto,Profitto netto
allsales,All sales,Все продажи,Toutes les ventes,Alle Verkäufe,Todas las ventas,Tutte le vendite
profit,Profit,Прибыль,Profit,Profitieren,Ganancia,Profitto
reviews,Reviews,Отзывы,Commentaires,Bewertungen,Reseñas,Recensioni
marketing,Marketing,Маркетинг,Commercialisation,Marketing,Marketing,Marketing
marketingText,"Be careful, for each game you can run an advertising campaign only once every three months.","Будьте осторожны, для каждой игры вы можете проводить рекламную кампанию только раз в три месяца.","Soyez prudent, pour chaque jeu, vous ne pouvez mener une campagne publicitaire une seule fois tous les trois mois.","Seien Sie vorsichtig, für jedes Spiel können Sie eine Werbekampagne nur einmal alle drei Monate durchführen.","Tenga cuidado, para cada juego puede ejecutar una campaña publicitaria solo una vez cada tres meses.","Fai attenzione, per ogni gioco puoi eseguire una campagna pubblicitaria solo una volta ogni tre mesi."
marketing.0,Forums,Форумы,Forums,Foren,Foros,Forum
marketing.1,Mail,Почта,Poster,Post,Correo,Posta
marketing.2,Social networks,Социальные сети,Réseaux sociaux,Soziale Netzwerke,Redes sociales,Social networks
marketing.3,Influencer,Инфлюенсер,Influenceur,Influencer,Hombre de influencia,Influencer
marketing.4,Internet,Интернет,l'Internet,Internet,Internet,Internet
marketing.5,TV,TV,la télé,Fernseher,TELEVISOR,tv
max,Max,Макс,Max,Max,Máximo,Max
